Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Competitors
Web Developer,$88k-$153k,Build and maintain websites to enhance user experience.,4.0,Market Movers,"Austin, TX","Chicago, IL",51-200 employees,1988,Public,Research & Development,Retail,$1 to $5 million,None
Sales Manager,$60k-$204k,Lead sales teams to achieve targets through strategic planning.,3.8,Secure Systems,"San Francisco, CA","San Francisco, CA",1-50 employees,1999,Subsidiary or Business Segment,Cybersecurity,Real Estate,Less than $1 million,None
Graphic Designer,$63k-$154k,Design visual content for digital and print media.,4.2,People Partners,"Washington, DC","New York, NY",501-1000 employees,1915,Government,IT Services,Business Services,$5 to $10 million,None
Supply Chain Analyst,$51k-$246k,Optimize supply chain processes to improve efficiency.,1.4,Market Movers,"Washington, DC","Austin, TX",1001-5000 employees,2015,Public,Consumer Products,Insurance,Less than $1 million,None
Marketing Specialist,$68k-$245k,Create and execute marketing strategies to enhance brand awareness.,4.8,Plan Pros,"Los Angeles, CA","Los Angeles, CA",51-200 employees,2009,Non-profit Organization,Cybersecurity,Government,$1 to $5 million,None
Human Resources Coordinator,$122k-$158k,"Manage recruitment, training, and employee relations.",1.4,Plan Pros,"New York, NY","Atlanta, GA",51-200 employees,1991,Public,Research & Development,Retail,$25 to $50 million,None
Software Developer,$142k-$162k,Develop and maintain software applications based on client requirements.,4.7,Support Central,"Atlanta, GA","Seattle, WA",201-500 employees,1989,Non-profit Organization,Consumer Products,Media,More than $50 million,None
Marketing Specialist,$73k-$195k,Create and execute marketing strategies to enhance brand awareness.,4.9,Media Magic,"Austin, TX","Atlanta, GA",51-200 employees,1952,Private,Cybersecurity,Insurance,Less than $1 million,None
Financial Analyst,$64k-$216k,Conduct financial analysis and report on budgeting.,1.5,Secure Systems,"Los Angeles, CA","Boston, MA",1001-5000 employees,1992,Private,Marketing,Insurance,$10 to $25 million,None
Marketing Specialist,$99k-$186k,Create and execute marketing strategies to enhance brand awareness.,2.8,Web Wonders,"Boston, MA","Seattle, WA",51-200 employees,1970,Subsidiary or Business Segment,Research & Development,Real Estate,$1 to $5 million,None
Administrative Assistant,$58k-$210k,Provide administrative support to ensure efficient office operations.,4.8,Net Solutions,"Chicago, IL","New York, NY",501-1000 employees,1986,Private,Digital Media,Media,$25 to $50 million,None
Supply Chain Analyst,$136k-$160k,Optimize supply chain processes to improve efficiency.,1.5,Media Magic,"Denver, CO","Washington, DC",1-50 employees,1994,Public,Marketing,Insurance,$1 to $5 million,None
Network Administrator,$75k-$226k,Maintain and troubleshoot company network issues.,4.4,Media Magic,"San Francisco, CA","Austin, TX",501-1000 employees,1992,Subsidiary or Business Segment,Research & Development,Government,$25 to $50 million,None
Data Scientist,$146k-$232k,Analyze large datasets to uncover actionable insights.,4.8,Net Solutions,"Seattle, WA","Washington, DC",501-1000 employees,1962,Non-profit Organization,Research & Development,Retail,$10 to $25 million,None
Marketing Specialist,$65k-$182k,Create and execute marketing strategies to enhance brand awareness.,3.0,Design Dreams,"Chicago, IL","New York, NY",1-50 employees,1994,Private,Administrative Services,Business Services,$10 to $25 million,None
Supply Chain Analyst,$53k-$172k,Optimize supply chain processes to improve efficiency.,2.5,Supply Chain Co.,"Los Angeles, CA","Chicago, IL",201-500 employees,1979,Non-profit Organization,Marketing,Business Services,More than $50 million,None
Security Analyst,$116k-$248k,Protect systems against cyber threats and ensure data security.,3.0,Finance First,"Austin, TX","Boston, MA",501-1000 employees,1962,Non-profit Organization,Research & Development,Non-Profit,$5 to $10 million,None
Security Analyst,$119k-$219k,Protect systems against cyber threats and ensure data security.,1.1,Secure Systems,"New York, NY","Denver, CO",1-50 employees,1949,Subsidiary or Business Segment,Networking & Security,Real Estate,$10 to $25 million,None
Financial Analyst,$54k-$154k,Conduct financial analysis and report on budgeting.,1.7,Supply Chain Co.,"Boston, MA","Chicago, IL",501-1000 employees,1955,Public,Research & Development,Real Estate,$10 to $25 million,None
Security Analyst,$64k-$222k,Protect systems against cyber threats and ensure data security.,3.7,Supply Chain Co.,"Atlanta, GA","Atlanta, GA",1001-5000 employees,1960,Subsidiary or Business Segment,Human Resources,Retail,$25 to $50 million,None
Software Developer,$100k-$183k,Develop and maintain software applications based on client requirements.,3.0,Media Magic,"Washington, DC","Los Angeles, CA",201-500 employees,1941,Private,IT Services,Government,Less than $1 million,None
Sales Manager,$96k-$194k,Lead sales teams to achieve targets through strategic planning.,4.2,Plan Pros,"New York, NY","Los Angeles, CA",501-1000 employees,1912,Subsidiary or Business Segment,Networking & Security,Insurance,$10 to $25 million,None
Network Administrator,$57k-$234k,Maintain and troubleshoot company network issues.,2.0,Design Dreams,"Boston, MA","Washington, DC",1-50 employees,2016,Private,Administrative Services,Biotech & Pharmaceuticals,Less than $1 million,None
Network Administrator,$71k-$152k,Maintain and troubleshoot company network issues.,3.2,Tech Innovate,"Seattle, WA","Denver, CO",1001-5000 employees,1965,Subsidiary or Business Segment,Research & Development,Technology,More than $50 million,None
Financial Analyst,$125k-$152k,Conduct financial analysis and report on budgeting.,4.9,Media Magic,"Washington, DC","Denver, CO",201-500 employees,1973,Private,Cybersecurity,Media,Less than $1 million,None
Web Developer,$136k-$176k,Build and maintain websites to enhance user experience.,2.3,People Partners,"Los Angeles, CA","Chicago, IL",1001-5000 employees,1938,Government,Digital Media,"Arts, Entertainment & Recreation",$10 to $25 million,None
Supply Chain Analyst,$150k-$159k,Optimize supply chain processes to improve efficiency.,4.4,People Partners,"Austin, TX","Boston, MA",201-500 employees,1906,Government,Management Consulting,Real Estate,$1 to $5 million,None
Project Manager,$145k-$161k,Oversee project lifecycle from initiation to closure.,3.9,Plan Pros,"San Francisco, CA","Washington, DC",201-500 employees,1934,Private,Management Consulting,Non-Profit,$10 to $25 million,None
Digital Media Manager,$76k-$194k,Manage online content and social media presence.,4.2,Supply Chain Co.,"Boston, MA","Atlanta, GA",201-500 employees,1955,Non-profit Organization,Networking & Security,"Arts, Entertainment & Recreation",$10 to $25 million,None
Digital Media Manager,$82k-$229k,Manage online content and social media presence.,3.1,Supply Chain Co.,"Atlanta, GA","Chicago, IL",1-50 employees,1980,Non-profit Organization,Administrative Services,Retail,$25 to $50 million,None
Financial Analyst,$77k-$234k,Conduct financial analysis and report on budgeting.,4.8,Web Wonders,"Seattle, WA","Boston, MA",1001-5000 employees,2003,Non-profit Organization,Administrative Services,Real Estate,$25 to $50 million,None
Web Developer,$130k-$157k,Build and maintain websites to enhance user experience.,3.1,Net Solutions,"Seattle, WA","Chicago, IL",51-200 employees,1919,Government,Administrative Services,Real Estate,$10 to $25 million,None
Network Administrator,$58k-$231k,Maintain and troubleshoot company network issues.,1.8,Media Magic,"Boston, MA","Boston, MA",51-200 employees,1932,Non-profit Organization,Graphic Design,Real Estate,$1 to $5 million,None
Marketing Specialist,$69k-$174k,Create and execute marketing strategies to enhance brand awareness.,1.1,Secure Systems,"Boston, MA","Seattle, WA",501-1000 employees,1971,Subsidiary or Business Segment,Digital Media,Technology,$1 to $5 million,None
Sales Manager,$84k-$167k,Lead sales teams to achieve targets through strategic planning.,1.1,Secure Systems,"Boston, MA","Atlanta, GA",51-200 employees,1982,Private,Software Development,Media,Less than $1 million,None
Software Developer,$60k-$190k,Develop and maintain software applications based on client requirements.,3.4,Office Organizers,"San Francisco, CA","Denver, CO",201-500 employees,1985,Private,Digital Media,Retail,$1 to $5 million,None
Marketing Specialist,$123k-$244k,Create and execute marketing strategies to enhance brand awareness.,3.0,Market Movers,"Atlanta, GA","Washington, DC",1001-5000 employees,1932,Subsidiary or Business Segment,Customer Service,Business Services,$1 to $5 million,None
Project Manager,$65k-$248k,Oversee project lifecycle from initiation to closure.,4.2,Net Solutions,"Washington, DC","Denver, CO",51-200 employees,2019,Subsidiary or Business Segment,Graphic Design,Retail,Less than $1 million,None
Sales Manager,$77k-$185k,Lead sales teams to achieve targets through strategic planning.,2.8,Data Wizards,"Washington, DC","New York, NY",501-1000 employees,1968,Government,Software Development,Business Services,$5 to $10 million,None
Human Resources Coordinator,$104k-$210k,"Manage recruitment, training, and employee relations.",3.7,Data Wizards,"Chicago, IL","Los Angeles, CA",501-1000 employees,1991,Government,Administrative Services,Biotech & Pharmaceuticals,Less than $1 million,None
Supply Chain Analyst,$127k-$154k,Optimize supply chain processes to improve efficiency.,4.4,Supply Chain Co.,"New York, NY","Austin, TX",201-500 employees,1970,Subsidiary or Business Segment,Research & Development,Insurance,More than $50 million,None
Marketing Specialist,$118k-$180k,Create and execute marketing strategies to enhance brand awareness.,4.4,Media Magic,"New York, NY","Denver, CO",201-500 employees,1938,Private,Customer Service,"Arts, Entertainment & Recreation",$5 to $10 million,None
Graphic Designer,$70k-$206k,Design visual content for digital and print media.,3.5,Support Central,"Denver, CO","New York, NY",201-500 employees,2010,Private,Administrative Services,Media,$10 to $25 million,None
Web Developer,$102k-$192k,Build and maintain websites to enhance user experience.,3.9,Support Central,"San Francisco, CA","Chicago, IL",201-500 employees,1964,Private,Networking & Security,Real Estate,$25 to $50 million,None
Web Developer,$120k-$244k,Build and maintain websites to enhance user experience.,2.3,Web Wonders,"New York, NY","New York, NY",51-200 employees,1980,Subsidiary or Business Segment,Cybersecurity,Retail,Less than $1 million,None
Digital Media Manager,$75k-$230k,Manage online content and social media presence.,2.2,Plan Pros,"San Francisco, CA","San Francisco, CA",51-200 employees,1931,Non-profit Organization,Software Development,Retail,$25 to $50 million,None
Supply Chain Analyst,$102k-$190k,Optimize supply chain processes to improve efficiency.,2.8,Office Organizers,"Chicago, IL","Boston, MA",51-200 employees,1987,Non-profit Organization,Administrative Services,Insurance,$5 to $10 million,None
Graphic Designer,$60k-$203k,Design visual content for digital and print media.,2.5,Media Magic,"Denver, CO","Washington, DC",51-200 employees,1902,Private,Customer Service,Non-Profit,More than $50 million,None
Project Manager,$130k-$179k,Oversee project lifecycle from initiation to closure.,4.6,Finance First,"Austin, TX","Boston, MA",51-200 employees,1906,Subsidiary or Business Segment,Management Consulting,Real Estate,$25 to $50 million,None
Data Scientist,$69k-$161k,Analyze large datasets to uncover actionable insights.,4.8,Global Sales Group,"Washington, DC","San Francisco, CA",1-50 employees,1991,Non-profit Organization,Digital Media,Media,More than $50 million,None
Financial Analyst,$65k-$178k,Conduct financial analysis and report on budgeting.,3.9,Design Dreams,"Boston, MA","Boston, MA",501-1000 employees,1948,Public,Digital Media,"Arts, Entertainment & Recreation",$25 to $50 million,None
Graphic Designer,$86k-$243k,Design visual content for digital and print media.,3.7,Media Magic,"Chicago, IL","Denver, CO",51-200 employees,1903,Government,Research & Development,"Arts, Entertainment & Recreation",$25 to $50 million,None
Financial Analyst,$81k-$197k,Conduct financial analysis and report on budgeting.,3.3,Supply Chain Co.,"Seattle, WA","San Francisco, CA",1-50 employees,1960,Public,Administrative Services,Insurance,More than $50 million,None
Digital Media Manager,$137k-$177k,Manage online content and social media presence.,3.9,Web Wonders,"Denver, CO","Washington, DC",201-500 employees,1909,Private,Human Resources,Technology,Less than $1 million,None
Network Administrator,$80k-$210k,Maintain and troubleshoot company network issues.,4.6,Plan Pros,"Washington, DC","New York, NY",1-50 employees,1932,Non-profit Organization,Management Consulting,Real Estate,$5 to $10 million,None
Digital Media Manager,$135k-$197k,Manage online content and social media presence.,1.5,Support Central,"Atlanta, GA","New York, NY",1001-5000 employees,1922,Government,Consumer Products,Non-Profit,$10 to $25 million,None
Customer Support Representative,$93k-$209k,Handle customer inquiries and resolve issues promptly.,1.5,Net Solutions,"Atlanta, GA","Denver, CO",51-200 employees,1933,Private,Networking & Security,Technology,$1 to $5 million,None
Financial Analyst,$85k-$245k,Conduct financial analysis and report on budgeting.,2.4,Media Magic,"Boston, MA","Boston, MA",1001-5000 employees,2006,Government,Human Resources,Insurance,$10 to $25 million,None
Customer Support Representative,$71k-$190k,Handle customer inquiries and resolve issues promptly.,3.9,Finance First,"Chicago, IL","Atlanta, GA",501-1000 employees,1906,Public,Consumer Products,Technology,$1 to $5 million,None
